type,date,arm,ntrt,year,percent_loss,taxa
Sphagnum,2015-01-01,3,0,2015,12.69,Unsorted biomass
Sphagnum,2015-01-01,3,0,2015,12.07,Unsorted biomass
Sphagnum,2015-01-01,3,0,2015,11.77,Unsorted biomass
Sphagnum,2015-01-01,3,0,2015,11.43,Unsorted biomass
Sphagnum,2015-01-01,1,5,2015,11.26,Unsorted biomass
Sphagnum,2015-01-01,1,5,2015,11.95,Unsorted biomass
Sphagnum,2015-01-01,1,5,2015,9.75,Unsorted biomass
Sphagnum,2015-01-01,1,5,2015,9.34,Unsorted biomass
Sphagnum,2015-01-01,2,5,2015,12.36,Unsorted biomass
Sphagnum,2015-01-01,2,5,2015,4.35,Unsorted biomass
Sphagnum,2015-01-01,2,5,2015,8.81,Unsorted biomass
Sphagnum,2015-01-01,2,5,2015,6.03,Unsorted biomass
Sphagnum,2015-01-01,3,5,2015,14.2,Unsorted biomass
Sphagnum,2015-01-01,3,5,2015,26.39,Unsorted biomass
Sphagnum,2015-01-01,3,5,2015,16.57,Unsorted biomass
Sphagnum,2015-01-01,3,5,2015,14.41,Unsorted biomass
Sphagnum,2015-01-01,1,10,2015,13.41,Unsorted biomass
Sphagnum,2015-01-01,1,10,2015,11.21,Unsorted biomass
Sphagnum,2015-01-01,1,10,2015,10.2,Unsorted biomass
Sphagnum,2015-01-01,1,10,2015,21.74,Unsorted biomass
Sphagnum,2015-01-01,2,10,2015,17.33,Unsorted biomass
Sphagnum,2015-01-01,2,10,2015,11.98,Unsorted biomass
Sphagnum,2015-01-01,2,10,2015,11.88,Unsorted biomass
Sphagnum,2015-01-01,2,10,2015,12.92,Unsorted biomass
Sphagnum,2015-01-01,3,10,2015,9.21,Unsorted biomass
Sphagnum,2015-01-01,3,10,2015,9,Unsorted biomass
Sphagnum,2015-01-01,3,10,2015,9.29,Unsorted biomass
Sphagnum,2015-01-01,3,10,2015,8.2,Unsorted biomass
Sphagnum,2015-01-01,1,15,2015,8.86,Unsorted biomass
Sphagnum,2015-01-01,1,15,2015,8.8,Unsorted biomass
Sphagnum,2015-01-01,1,15,2015,9.74,Unsorted biomass
Sphagnum,2015-01-01,1,15,2015,9.17,Unsorted biomass
Sphagnum,2015-01-01,2,15,2015,8.47,Unsorted biomass
Sphagnum,2015-01-01,2,15,2015,8.35,Unsorted biomass
Sphagnum,2015-01-01,2,15,2015,6.77,Unsorted biomass
Sphagnum,2015-01-01,2,15,2015,7.75,Unsorted biomass
Sphagnum,2015-01-01,3,15,2015,14.46,Unsorted biomass
Sphagnum,2015-01-01,3,15,2015,15.5,Unsorted biomass
Sphagnum,2015-01-01,3,15,2015,14.17,Unsorted biomass
Sphagnum,2015-01-01,3,15,2015,14.8,Unsorted biomass
Sphagnum,2015-01-01,1,20,2015,11.75,Unsorted biomass
Sphagnum,2015-01-01,1,20,2015,8.33,Unsorted biomass
Sphagnum,2015-01-01,1,20,2015,7.53,Unsorted biomass
Sphagnum,2015-01-01,1,20,2015,10.35,Unsorted biomass
Sphagnum,2015-01-01,2,20,2015,7.96,Unsorted biomass
Sphagnum,2015-01-01,2,20,2015,9.17,Unsorted biomass
Sphagnum,2015-01-01,2,20,2015,7.97,Unsorted biomass
Sphagnum,2015-01-01,2,20,2015,7.59,Unsorted biomass
Sphagnum,2015-01-01,3,20,2015,6.33,Unsorted biomass
Sphagnum,2015-01-01,3,20,2015,4.89,Unsorted biomass
Sphagnum,2015-01-01,3,20,2015,5.05,Unsorted biomass
Sphagnum,2015-01-01,3,20,2015,4.73,Unsorted biomass
Sphagnum,2015-01-01,1,25,2015,11.76,Unsorted biomass
Sphagnum,2015-01-01,1,25,2015,14.53,Unsorted biomass
Sphagnum,2015-01-01,1,25,2015,12.09,Unsorted biomass
Sphagnum,2015-01-01,1,25,2015,12.96,Unsorted biomass
Sphagnum,2015-01-01,2,25,2015,12.29,Unsorted biomass
Sphagnum,2015-01-01,2,25,2015,14.03,Unsorted biomass
Sphagnum,2015-01-01,2,25,2015,8.78,Unsorted biomass
Sphagnum,2015-01-01,2,25,2015,9.1,Unsorted biomass
Sphagnum,2015-01-01,3,25,2015,7.34,Unsorted biomass
Sphagnum,2015-01-01,3,25,2015,14.71,Unsorted biomass
Sphagnum,2015-01-01,3,25,2015,6.64,Unsorted biomass
Sphagnum,2015-01-01,3,25,2015,4.75,Unsorted biomass
Vascular,2014-01-01,1,C,2014,30.71,Unsorted biomass
Vascular,2014-01-01,1,C,2014,49.9,Unsorted biomass
Vascular,2014-01-01,1,C,2014,39.04,Unsorted biomass
Vascular,2014-01-01,2,C,2014,41.26,Unsorted biomass
Vascular,2014-01-01,2,C,2014,44.31,Unsorted biomass
Vascular,2014-01-01,2,C,2014,21.58,Unsorted biomass
Vascular,2014-01-01,3,C,2014,30.51,Unsorted biomass
Vascular,2014-01-01,3,C,2014,0,Unsorted biomass
Vascular,2014-01-01,3,C,2014,36.49,Unsorted biomass
Vascular,2014-01-01,1,0,2014,27.54,Unsorted biomass
Vascular,2014-01-01,1,0,2014,-99999,Unsorted biomass
Vascular,2014-01-01,1,0,2014,27.56,Unsorted biomass
Vascular,2014-01-01,2,0,2014,36.37,Unsorted biomass
Vascular,2014-01-01,2,0,2014,39.84,Unsorted biomass
Vascular,2014-01-01,2,0,2014,-99999,Unsorted biomass
Vascular,2014-01-01,3,0,2014,52.38,Unsorted biomass
Vascular,2014-01-01,3,0,2014,51.24,Unsorted biomass
Vascular,2014-01-01,3,0,2014,48.72,Unsorted biomass
Vascular,2014-01-01,1,5,2014,29.83,Unsorted biomass
Vascular,2014-01-01,1,5,2014,38.68,Unsorted biomass
Vascular,2014-01-01,1,5,2014,35.19,Unsorted biomass
Vascular,2014-01-01,2,5,2014,-99999,Unsorted biomass
Vascular,2014-01-01,2,5,2014,-99999,Unsorted biomass
Vascular,2014-01-01,2,5,2014,-99999,Unsorted biomass
Vascular,2014-01-01,3,5,2014,33.57,Unsorted biomass
Vascular,2014-01-01,3,5,2014,43.3,Unsorted biomass
Vascular,2014-01-01,3,5,2014,43.82,Unsorted biomass
Vascular,2014-01-01,1,10,2014,28.11,Unsorted biomass
Vascular,2014-01-01,1,10,2014,21.57,Unsorted biomass
Vascular,2014-01-01,1,10,2014,40.25,Unsorted biomass
Vascular,2014-01-01,2,10,2014,44.02,Unsorted biomass
Vascular,2014-01-01,2,10,2014,37.82,Unsorted biomass
Vascular,2014-01-01,2,10,2014,36.84,Unsorted biomass
Vascular,2014-01-01,3,10,2014,33.63,Unsorted biomass
Vascular,2014-01-01,3,10,2014,23.17,Unsorted biomass
Vascular,2014-01-01,3,10,2014,38.9,Unsorted biomass
Vascular,2014-01-01,1,15,2014,-99999,Unsorted biomass
Vascular,2014-01-01,1,15,2014,-99999,Unsorted biomass
Vascular,2014-01-01,1,15,2014,44.61,Unsorted biomass
Vascular,2014-01-01,2,15,2014,44.37,Unsorted biomass
Vascular,2014-01-01,2,15,2014,36.64,Unsorted biomass
Vascular,2014-01-01,2,15,2014,42.16,Unsorted biomass
Vascular,2014-01-01,3,15,2014,32.49,Unsorted biomass
Vascular,2014-01-01,3,15,2014,50.29,Unsorted biomass
Vascular,2014-01-01,3,15,2014,25.58,Unsorted biomass
Vascular,2014-01-01,1,20,2014,36.24,Unsorted biomass
Vascular,2014-01-01,1,20,2014,31.88,Unsorted biomass
Vascular,2014-01-01,1,20,2014,29.28,Unsorted biomass
Vascular,2014-01-01,2,20,2014,48.58,Unsorted biomass
Vascular,2014-01-01,2,20,2014,49.01,Unsorted biomass
Vascular,2014-01-01,2,20,2014,44.15,Unsorted biomass
Vascular,2014-01-01,3,20,2014,40.57,Unsorted biomass
Vascular,2014-01-01,3,20,2014,29.16,Unsorted biomass
Vascular,2014-01-01,3,20,2014,33.56,Unsorted biomass
Vascular,2014-01-01,1,25,2014,30.61,Unsorted biomass
Vascular,2014-01-01,1,25,2014,42.84,Unsorted biomass
Vascular,2014-01-01,1,25,2014,35.2,Unsorted biomass
Vascular,2014-01-01,2,25,2014,27.91,Unsorted biomass
Vascular,2014-01-01,2,25,2014,33.17,Unsorted biomass
Vascular,2014-01-01,2,25,2014,-99999,Unsorted biomass
Vascular,2014-01-01,3,25,2014,37.44,Unsorted biomass
Vascular,2014-01-01,3,25,2014,27.99,Unsorted biomass
Vascular,2014-01-01,3,25,2014,34.92,Unsorted biomass
Vascular,2015-01-01,1,C,2015,43.31,Unsorted biomass
Vascular,2015-01-01,1,C,2015,46.52,Unsorted biomass
Vascular,2015-01-01,1,C,2015,41.1,Unsorted biomass
Vascular,2015-01-01,1,C,2015,23.9,Unsorted biomass
Vascular,2015-01-01,2,C,2015,44.13,Unsorted biomass
Vascular,2015-01-01,2,C,2015,37.12,Unsorted biomass
Vascular,2015-01-01,2,C,2015,36.72,Unsorted biomass
Vascular,2015-01-01,2,C,2015,28.08,Unsorted biomass
Vascular,2015-01-01,3,C,2015,39.52,Unsorted biomass
Vascular,2015-01-01,3,C,2015,32.12,Unsorted biomass
Vascular,2015-01-01,3,C,2015,36.31,Unsorted biomass
Vascular,2015-01-01,3,C,2015,41.44,Unsorted biomass
Vascular,2015-01-01,1,0,2015,42.95,Unsorted biomass
Vascular,2015-01-01,1,0,2015,45.85,Unsorted biomass
Vascular,2015-01-01,1,0,2015,57.6,Unsorted biomass
Vascular,2015-01-01,1,0,2015,41.21,Unsorted biomass
Vascular,2015-01-01,2,0,2015,43.49,Unsorted biomass
Vascular,2015-01-01,2,0,2015,40.85,Unsorted biomass
Vascular,2015-01-01,2,0,2015,39.25,Unsorted biomass
Vascular,2015-01-01,2,0,2015,44.05,Unsorted biomass
Vascular,2015-01-01,3,0,2015,48.35,Unsorted biomass
Vascular,2015-01-01,3,0,2015,53.93,Unsorted biomass
Vascular,2015-01-01,3,0,2015,57.65,Unsorted biomass
Vascular,2015-01-01,3,0,2015,46.64,Unsorted biomass
Vascular,2015-01-01,1,5,2015,47.12,Unsorted biomass
Vascular,2015-01-01,1,5,2015,49.55,Unsorted biomass
Vascular,2015-01-01,1,5,2015,42.38,Unsorted biomass
Vascular,2015-01-01,1,5,2015,49.61,Unsorted biomass
Vascular,2015-01-01,2,5,2015,36.88,Unsorted biomass
Vascular,2015-01-01,2,5,2015,49.98,Unsorted biomass
Vascular,2015-01-01,2,5,2015,27.11,Unsorted biomass
Vascular,2015-01-01,2,5,2015,56.04,Unsorted biomass
Vascular,2015-01-01,3,5,2015,36.83,Unsorted biomass
Vascular,2015-01-01,3,5,2015,50.84,Unsorted biomass
Vascular,2015-01-01,3,5,2015,48.14,Unsorted biomass
Vascular,2015-01-01,3,5,2015,50.09,Unsorted biomass
Vascular,2015-01-01,1,10,2015,-99999,Unsorted biomass
Vascular,2015-01-01,1,10,2015,48.83,Unsorted biomass
Vascular,2015-01-01,1,10,2015,47.8,Unsorted biomass
Vascular,2015-01-01,1,10,2015,44.35,Unsorted biomass
Vascular,2015-01-01,2,10,2015,36.41,Unsorted biomass
Vascular,2015-01-01,2,10,2015,45.09,Unsorted biomass
Vascular,2015-01-01,2,10,2015,39.27,Unsorted biomass
Vascular,2015-01-01,2,10,2015,27.94,Unsorted biomass
Vascular,2015-01-01,3,10,2015,51.17,Unsorted biomass
Vascular,2015-01-01,3,10,2015,48.98,Unsorted biomass
Vascular,2015-01-01,3,10,2015,45.69,Unsorted biomass
Vascular,2015-01-01,3,10,2015,56.33,Unsorted biomass
Vascular,2015-01-01,1,15,2015,45.13,Unsorted biomass
Vascular,2015-01-01,1,15,2015,41.27,Unsorted biomass
Vascular,2015-01-01,1,15,2015,44.5,Unsorted biomass
Vascular,2015-01-01,1,15,2015,45.79,Unsorted biomass
Vascular,2015-01-01,2,15,2015,24.64,Unsorted biomass
Vascular,2015-01-01,2,15,2015,31.82,Unsorted biomass
Vascular,2015-01-01,2,15,2015,40.5,Unsorted biomass
Vascular,2015-01-01,2,15,2015,35.23,Unsorted biomass
Vascular,2015-01-01,3,15,2015,20.77,Unsorted biomass
Vascular,2015-01-01,3,15,2015,38.1,Unsorted biomass
Vascular,2015-01-01,3,15,2015,33.44,Unsorted biomass
Vascular,2015-01-01,3,15,2015,38.4,Unsorted biomass
Vascular,2015-01-01,1,20,2015,30.45,Unsorted biomass
Vascular,2015-01-01,1,20,2015,-99999,Unsorted biomass
Vascular,2015-01-01,1,20,2015,33.12,Unsorted biomass
Vascular,2015-01-01,1,20,2015,32.19,Unsorted biomass
Vascular,2015-01-01,2,20,2015,24.09,Unsorted biomass
Vascular,2015-01-01,2,20,2015,37.39,Unsorted biomass
Vascular,2015-01-01,2,20,2015,29.52,Unsorted biomass
Vascular,2015-01-01,2,20,2015,30.02,Unsorted biomass
Vascular,2015-01-01,3,20,2015,41.79,Unsorted biomass
Vascular,2015-01-01,3,20,2015,41.24,Unsorted biomass
Vascular,2015-01-01,3,20,2015,45.6,Unsorted biomass
Vascular,2015-01-01,3,20,2015,35.72,Unsorted biomass
Vascular,2015-01-01,1,25,2015,40.97,Unsorted biomass
Vascular,2015-01-01,1,25,2015,41.92,Unsorted biomass
Vascular,2015-01-01,1,25,2015,36.92,Unsorted biomass
Vascular,2015-01-01,1,25,2015,47.19,Unsorted biomass
Vascular,2015-01-01,2,25,2015,27.13,Unsorted biomass
Vascular,2015-01-01,2,25,2015,33.67,Unsorted biomass
Vascular,2015-01-01,2,25,2015,40.77,Unsorted biomass
Vascular,2015-01-01,2,25,2015,45.95,Unsorted biomass
Vascular,2015-01-01,3,25,2015,40.8,Unsorted biomass
Vascular,2015-01-01,3,25,2015,27.64,Unsorted biomass
Vascular,2015-01-01,3,25,2015,30.73,Unsorted biomass
Vascular,2015-01-01,3,25,2015,41.32,Unsorted biomass
