type,date,arm,ntrt,year,percent_loss,taxa
Sphagnum,2015-01-01,2,0,2015,4.64,Euphorbia glyptosperma
Sphagnum,2015-01-01,3,0,2015,12.69,Lespedeza capitata
Sphagnum,2015-01-01,3,0,2015,12.07,Achillea millefolium
Sphagnum,2015-01-01,3,0,2015,11.77,Achillea millefolium
Sphagnum,2015-01-01,3,0,2015,11.43,Achillea millefolium
Sphagnum,2015-01-01,1,5,2015,11.26,Achillea millefolium
Sphagnum,2015-01-01,1,5,2015,11.95,Cyperus sp.
Sphagnum,2015-01-01,1,5,2015,9.75,Lepidium densiflorum
Sphagnum,2015-01-01,1,5,2015,9.34,Lespedeza capitata
Sphagnum,2015-01-01,2,5,2015,12.36,Poa pratensis
Sphagnum,2015-01-01,2,5,2015,4.35,Rumex acetosella
Sphagnum,2015-01-01,2,5,2015,8.81,Schizachyrium scoparium
Sphagnum,2015-01-01,2,5,2015,6.03,Unsorted biomass
Sphagnum,2015-01-01,3,5,2015,14.2,Bouteloua gracilis
Sphagnum,2015-01-01,3,5,2015,26.39,Cyperus sp.
Sphagnum,2015-01-01,3,5,2015,16.57,Koeleria cristata
Sphagnum,2015-01-01,3,5,2015,14.41,Lespedeza capitata
Sphagnum,2015-01-01,1,10,2015,13.41,Liatris aspera
Sphagnum,2015-01-01,1,10,2015,11.21,Mosses
Sphagnum,2015-01-01,1,10,2015,10.2,Unsorted biomass
Sphagnum,2015-01-01,1,10,2015,21.74,Achillea millefolium
Sphagnum,2015-01-01,2,10,2015,17.33,Achillea millefolium
Sphagnum,2015-01-01,2,10,2015,11.98,Achillea millefolium
Sphagnum,2015-01-01,2,10,2015,11.88,Crepis tectorum
Sphagnum,2015-01-01,2,10,2015,12.92,Cyperus sp.
Sphagnum,2015-01-01,3,10,2015,9.21,Euphorbia glyptosperma
Sphagnum,2015-01-01,3,10,2015,9,Lespedeza capitata
Sphagnum,2015-01-01,3,10,2015,9.29,Achillea millefolium
Sphagnum,2015-01-01,3,10,2015,8.2,Achillea millefolium
Sphagnum,2015-01-01,1,15,2015,8.86,Achillea millefolium
Sphagnum,2015-01-01,1,15,2015,8.8,Achillea millefolium
Sphagnum,2015-01-01,1,15,2015,9.74,Cyperus sp.
Sphagnum,2015-01-01,1,15,2015,9.17,Lepidium densiflorum
Sphagnum,2015-01-01,2,15,2015,8.47,Lespedeza capitata
Sphagnum,2015-01-01,2,15,2015,8.35,Poa pratensis
Sphagnum,2015-01-01,2,15,2015,6.77,Rumex acetosella
Sphagnum,2015-01-01,2,15,2015,7.75,Schizachyrium scoparium
Sphagnum,2015-01-01,3,15,2015,14.46,Unsorted biomass
Sphagnum,2015-01-01,3,15,2015,15.5,Bouteloua gracilis
Sphagnum,2015-01-01,3,15,2015,14.17,Cyperus sp.
Sphagnum,2015-01-01,3,15,2015,14.8,Koeleria cristata
Sphagnum,2015-01-01,1,20,2015,11.75,Lespedeza capitata
Sphagnum,2015-01-01,1,20,2015,8.33,Liatris aspera
Sphagnum,2015-01-01,1,20,2015,7.53,Mosses
Sphagnum,2015-01-01,1,20,2015,10.35,Unsorted biomass
Sphagnum,2015-01-01,2,20,2015,7.96,Achillea millefolium
Sphagnum,2015-01-01,2,20,2015,9.17,Achillea millefolium
Sphagnum,2015-01-01,2,20,2015,7.97,Achillea millefolium
Sphagnum,2015-01-01,2,20,2015,7.59,Crepis tectorum
Sphagnum,2015-01-01,3,20,2015,6.33,Cyperus sp.
Sphagnum,2015-01-01,3,20,2015,4.89,Euphorbia glyptosperma
Sphagnum,2015-01-01,3,20,2015,5.05,Lespedeza capitata
Sphagnum,2015-01-01,3,20,2015,4.73,Achillea millefolium
Sphagnum,2015-01-01,1,25,2015,11.76,Achillea millefolium
Sphagnum,2015-01-01,1,25,2015,14.53,Achillea millefolium
Sphagnum,2015-01-01,1,25,2015,12.09,Achillea millefolium
Sphagnum,2015-01-01,1,25,2015,12.96,Cyperus sp.
Sphagnum,2015-01-01,2,25,2015,12.29,Lepidium densiflorum
Sphagnum,2015-01-01,2,25,2015,14.03,Lespedeza capitata
Sphagnum,2015-01-01,2,25,2015,8.78,Poa pratensis
Sphagnum,2015-01-01,2,25,2015,9.1,Rumex acetosella
Sphagnum,2015-01-01,3,25,2015,7.34,Schizachyrium scoparium
Sphagnum,2015-01-01,3,25,2015,14.71,Unsorted biomass
Sphagnum,2015-01-01,3,25,2015,6.64,Bouteloua gracilis
Sphagnum,2015-01-01,3,25,2015,4.75,Cyperus sp.
Vascular,2014-01-01,1,C,2014,30.71,Koeleria cristata
Vascular,2014-01-01,1,C,2014,49.9,Lespedeza capitata
Vascular,2014-01-01,1,C,2014,39.04,Liatris aspera
Vascular,2014-01-01,2,C,2014,41.26,Mosses
Vascular,2014-01-01,2,C,2014,44.31,Unsorted biomass
Vascular,2014-01-01,2,C,2014,21.58,Achillea millefolium
Vascular,2014-01-01,3,C,2014,30.51,Achillea millefolium
Vascular,2014-01-01,3,C,2014,0,Achillea millefolium
Vascular,2014-01-01,3,C,2014,36.49,Crepis tectorum
Vascular,2014-01-01,1,0,2014,27.54,Cyperus sp.
Vascular,2014-01-01,1,0,2014,-99999,Euphorbia glyptosperma
Vascular,2014-01-01,1,0,2014,27.56,Lespedeza capitata
Vascular,2014-01-01,2,0,2014,36.37,Achillea millefolium
Vascular,2014-01-01,2,0,2014,39.84,Achillea millefolium
Vascular,2014-01-01,2,0,2014,-99999,Achillea millefolium
Vascular,2014-01-01,3,0,2014,52.38,Achillea millefolium
Vascular,2014-01-01,3,0,2014,51.24,Cyperus sp.
Vascular,2014-01-01,3,0,2014,48.72,Lepidium densiflorum
Vascular,2014-01-01,1,5,2014,29.83,Lespedeza capitata
Vascular,2014-01-01,1,5,2014,38.68,Poa pratensis
Vascular,2014-01-01,1,5,2014,35.19,Rumex acetosella
Vascular,2014-01-01,2,5,2014,-99999,Schizachyrium scoparium
Vascular,2014-01-01,2,5,2014,-99999,Unsorted biomass
Vascular,2014-01-01,2,5,2014,-99999,Bouteloua gracilis
Vascular,2014-01-01,3,5,2014,33.57,Cyperus sp.
Vascular,2014-01-01,3,5,2014,43.3,Koeleria cristata
Vascular,2014-01-01,3,5,2014,43.82,Lespedeza capitata
Vascular,2014-01-01,1,10,2014,28.11,Liatris aspera
Vascular,2014-01-01,1,10,2014,21.57,Mosses
Vascular,2014-01-01,1,10,2014,40.25,Unsorted biomass
Vascular,2014-01-01,2,10,2014,44.02,Achillea millefolium
Vascular,2014-01-01,2,10,2014,37.82,Achillea millefolium
Vascular,2014-01-01,2,10,2014,36.84,Achillea millefolium
Vascular,2014-01-01,3,10,2014,33.63,Crepis tectorum
Vascular,2014-01-01,3,10,2014,23.17,Cyperus sp.
Vascular,2014-01-01,3,10,2014,38.9,Euphorbia glyptosperma
Vascular,2014-01-01,1,15,2014,-99999,Lespedeza capitata
Vascular,2014-01-01,1,15,2014,-99999,Achillea millefolium
Vascular,2014-01-01,1,15,2014,44.61,Achillea millefolium
Vascular,2014-01-01,2,15,2014,44.37,Achillea millefolium
Vascular,2014-01-01,2,15,2014,36.64,Achillea millefolium
Vascular,2014-01-01,2,15,2014,42.16,Cyperus sp.
Vascular,2014-01-01,3,15,2014,32.49,Lepidium densiflorum
Vascular,2014-01-01,3,15,2014,50.29,Lespedeza capitata
Vascular,2014-01-01,3,15,2014,25.58,Poa pratensis
Vascular,2014-01-01,1,20,2014,36.24,Rumex acetosella
Vascular,2014-01-01,1,20,2014,31.88,Schizachyrium scoparium
Vascular,2014-01-01,1,20,2014,29.28,Unsorted biomass
Vascular,2014-01-01,2,20,2014,48.58,Bouteloua gracilis
Vascular,2014-01-01,2,20,2014,49.01,Cyperus sp.
Vascular,2014-01-01,2,20,2014,44.15,Koeleria cristata
Vascular,2014-01-01,3,20,2014,40.57,Lespedeza capitata
Vascular,2014-01-01,3,20,2014,29.16,Liatris aspera
Vascular,2014-01-01,3,20,2014,33.56,
Vascular,2014-01-01,1,25,2014,30.61,Mosses
Vascular,2014-01-01,1,25,2014,42.84,Unsorted biomass
Vascular,2014-01-01,1,25,2014,35.2,Achillea millefolium
Vascular,2014-01-01,2,25,2014,27.91,Achillea millefolium
Vascular,2014-01-01,2,25,2014,33.17,Achillea millefolium
Vascular,2014-01-01,2,25,2014,-99999,Crepis tectorum
Vascular,2014-01-01,3,25,2014,37.44,Cyperus sp.
Vascular,2014-01-01,3,25,2014,27.99,Euphorbia glyptosperma
Vascular,2014-01-01,3,25,2014,34.92,Lespedeza capitata
Vascular,2015-01-01,1,C,2015,43.31,Achillea millefolium
Vascular,2015-01-01,1,C,2015,46.52,Achillea millefolium
Vascular,2015-01-01,1,C,2015,41.1,Achillea millefolium
Vascular,2015-01-01,1,C,2015,23.9,Achillea millefolium
Vascular,2015-01-01,2,C,2015,44.13,Cyperus sp.
Vascular,2015-01-01,2,C,2015,37.12,Lepidium densiflorum
Vascular,2015-01-01,2,C,2015,36.72,Lespedeza capitata
Vascular,2015-01-01,2,C,2015,28.08,Poa pratensis
Vascular,2015-01-01,3,C,2015,39.52,Rumex acetosella
Vascular,2015-01-01,3,C,2015,32.12,Schizachyrium scoparium
Vascular,2015-01-01,3,C,2015,36.31,Unsorted biomass
Vascular,2015-01-01,3,C,2015,41.44,Bouteloua gracilis
Vascular,2015-01-01,1,0,2015,42.95,Cyperus sp.
Vascular,2015-01-01,1,0,2015,45.85,Koeleria cristata
Vascular,2015-01-01,1,0,2015,57.6,Lespedeza capitata
Vascular,2015-01-01,1,0,2015,41.21,Liatris aspera
Vascular,2015-01-01,2,0,2015,43.49,
Vascular,2015-01-01,2,0,2015,40.85,
Vascular,2015-01-01,2,0,2015,39.25,
Vascular,2015-01-01,2,0,2015,44.05,Mosses
Vascular,2015-01-01,3,0,2015,48.35,Unsorted biomass
Vascular,2015-01-01,3,0,2015,53.93,Achillea millefolium
Vascular,2015-01-01,3,0,2015,57.65,Achillea millefolium
Vascular,2015-01-01,3,0,2015,46.64,Achillea millefolium
Vascular,2015-01-01,1,5,2015,47.12,Crepis tectorum
Vascular,2015-01-01,1,5,2015,49.55,Cyperus sp.
Vascular,2015-01-01,1,5,2015,42.38,Euphorbia glyptosperma
Vascular,2015-01-01,1,5,2015,49.61,Lespedeza capitata
Vascular,2015-01-01,2,5,2015,36.88,Achillea millefolium
Vascular,2015-01-01,2,5,2015,49.98,Achillea millefolium
Vascular,2015-01-01,2,5,2015,27.11,Achillea millefolium
Vascular,2015-01-01,2,5,2015,56.04,Achillea millefolium
Vascular,2015-01-01,3,5,2015,36.83,Cyperus sp.
Vascular,2015-01-01,3,5,2015,50.84,Lepidium densiflorum
Vascular,2015-01-01,3,5,2015,48.14,Lespedeza capitata
Vascular,2015-01-01,3,5,2015,50.09,Poa pratensis
Vascular,2015-01-01,1,10,2015,-99999,Rumex acetosella
Vascular,2015-01-01,1,10,2015,48.83,Schizachyrium scoparium
Vascular,2015-01-01,1,10,2015,47.8,Unsorted biomass
Vascular,2015-01-01,1,10,2015,44.35,Bouteloua gracilis
Vascular,2015-01-01,2,10,2015,36.41,Cyperus sp.
Vascular,2015-01-01,2,10,2015,45.09,Koeleria cristata
Vascular,2015-01-01,2,10,2015,39.27,Lespedeza capitata
Vascular,2015-01-01,2,10,2015,27.94,Liatris aspera
Vascular,2015-01-01,3,10,2015,51.17,Mosses
Vascular,2015-01-01,3,10,2015,48.98,Unsorted biomass
Vascular,2015-01-01,3,10,2015,45.69,Achillea millefolium
Vascular,2015-01-01,3,10,2015,56.33,Achillea millefolium
Vascular,2015-01-01,1,15,2015,45.13,Achillea millefolium
Vascular,2015-01-01,1,15,2015,41.27,Crepis tectorum
Vascular,2015-01-01,1,15,2015,44.5,Cyperus sp.
Vascular,2015-01-01,1,15,2015,45.79,Euphorbia glyptosperma
Vascular,2015-01-01,2,15,2015,24.64,Lespedeza capitata
Vascular,2015-01-01,2,15,2015,31.82,Achillea millefolium
Vascular,2015-01-01,2,15,2015,40.5,Achillea millefolium
Vascular,2015-01-01,2,15,2015,35.23,Achillea millefolium
Vascular,2015-01-01,3,15,2015,20.77,Achillea millefolium
Vascular,2015-01-01,3,15,2015,38.1,Cyperus sp.
Vascular,2015-01-01,3,15,2015,33.44,Lepidium densiflorum
Vascular,2015-01-01,3,15,2015,38.4,Lespedeza capitata
Vascular,2015-01-01,1,20,2015,30.45,Poa pratensis
Vascular,2015-01-01,1,20,2015,-99999,Rumex acetosella
Vascular,2015-01-01,1,20,2015,33.12,Schizachyrium scoparium
Vascular,2015-01-01,1,20,2015,32.19,Unsorted biomass
Vascular,2015-01-01,2,20,2015,24.09,Bouteloua gracilis
Vascular,2015-01-01,2,20,2015,37.39,Cyperus sp.
Vascular,2015-01-01,2,20,2015,29.52,Koeleria cristata
Vascular,2015-01-01,2,20,2015,30.02,Lespedeza capitata
Vascular,2015-01-01,3,20,2015,41.79,Liatris aspera
Vascular,2015-01-01,3,20,2015,41.24,Mosses
Vascular,2015-01-01,3,20,2015,45.6,Unsorted biomass
Vascular,2015-01-01,3,20,2015,35.72,Achillea millefolium
Vascular,2015-01-01,1,25,2015,40.97,Achillea millefolium
Vascular,2015-01-01,1,25,2015,41.92,Achillea millefolium
Vascular,2015-01-01,1,25,2015,36.92,Crepis tectorum
Vascular,2015-01-01,1,25,2015,47.19,Cyperus sp.
Vascular,2015-01-01,2,25,2015,27.13,Euphorbia glyptosperma
Vascular,2015-01-01,2,25,2015,33.67,Lespedeza capitata
Vascular,2015-01-01,2,25,2015,40.77,Achillea millefolium
Vascular,2015-01-01,2,25,2015,45.95,Achillea millefolium
Vascular,2015-01-01,3,25,2015,40.8,Achillea millefolium
Vascular,2015-01-01,3,25,2015,27.64,Achillea millefolium
Vascular,2015-01-01,3,25,2015,30.73,Cyperus sp.
Vascular,2015-01-01,3,25,2015,41.32,Lepidium densiflorum
