id	element	context	subject	predicate_label	predicate_uri	object_label	object_uri
/nitrogen.csv/stem_n_concentration	/dataTable/attribute	nitrogen.csv	stem_n_concentration	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	concentration unit	http://purl.obolibrary.org/obo/UO_0000051
/nitrogen.csv/n_assimilated	/dataTable/attribute	nitrogen.csv	n_assimilated	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	http://purl.dataone.org/odo/ECSO_00001883	http://purl.dataone.org/odo/ECSO_00001123
/nitrogen.csv/n_assimilated	/dataTable/attribute	nitrogen.csv	n_assimilated	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	milligram per kilogram per day	http://purl.obolibrary.org/obo/UO_0000311
/nitrogen.csv/site_name	/dataTable/attribute	nitrogen.csv	site_name	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	station name	http://purl.dataone.org/odo/ECSO_00002392
/nitrogen.csv/site_lat	/dataTable/attribute	nitrogen.csv	site_lat	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	latitude coordinate	http://purl.dataone.org/odo/ECSO_00002130
/nitrogen.csv/site_lat	/dataTable/attribute	nitrogen.csv	site_lat	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	degree	http://purl.obolibrary.org/obo/UO_0000185
/nitrogen.csv/site_lon	/dataTable/attribute	nitrogen.csv	site_lon	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	longitude coordinate	http://purl.dataone.org/odo/ECSO_00002132
/nitrogen.csv/site_lon	/dataTable/attribute	nitrogen.csv	site_lon	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	degree	http://purl.obolibrary.org/obo/UO_0000185
/decomp.csv	/dataTable	dataset	decomp.csv	is about	http://purl.obolibrary.org/obo/IAO_0000136	Leaf Litter Carbon Pool	http://purl.dataone.org/odo/ECSO_00000034
/decomp.csv/type	/dataTable/attribute	decomp.csv	type	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	type of soil core	http://purl.dataone.org/odo/ECSO_00002623
/decomp.csv/date	/dataTable/attribute	decomp.csv	date	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	date and time of measurement	http://purl.dataone.org/odo/ECSO_00002043
/decomp.csv/date	/dataTable/attribute	decomp.csv	date	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	year and day of measurement	http://purl.dataone.org/odo/ECSO_00002072
/decomp.csv/arm	/dataTable/attribute	decomp.csv	arm	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	site identifier	http://purl.dataone.org/odo/ECSO_00002997
/decomp.csv/ntrt	/dataTable/attribute	decomp.csv	ntrt	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	nitrate concentration	http://purl.dataone.org/odo/ECSO_00002216
/decomp.csv/ntrt	/dataTable/attribute	decomp.csv	ntrt	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	gram per square meter	http://purl.obolibrary.org/obo/UO_0010049
/decomp.csv/year	/dataTable/attribute	decomp.csv	year	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	year of measurement	http://purl.dataone.org/odo/ECSO_00002050
/decomp.csv/percent_loss	/dataTable/attribute	decomp.csv	percent_loss	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	loss on ignition percentage	http://purl.dataone.org/odo/ECSO_00002294
/decomp.csv/percent_loss	/dataTable/attribute	decomp.csv	percent_loss	has unit	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#hasUnit	percent	http://purl.obolibrary.org/obo/UO_0000187
/decomp.csv/taxa	/dataTable/attribute	decomp.csv	taxa	contains measurements of type	http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#containsMeasurementsOfType	taxonomic classification	http://purl.dataone.org/odo/ECSO_00002730
/ancillary_data.zip	/otherEntity	dataset	ancillary_data.zip	is about	http://purl.obolibrary.org/obo/IAO_0000136	environmental feature	http://purl.obolibrary.org/obo/ENVO_00002297
/processing_and_analysis.R	/otherEntity	dataset	processing_and_analysis.R	is about	http://purl.obolibrary.org/obo/IAO_0000136	analysis code	http://purl.dataone.org/odo/ECSO_00002489
/Kelman R Wieder	/ResponsibleParty	dataset	Kelman R Wieder	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Kelman R Wieder	/ResponsibleParty	dataset	Kelman R Wieder	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Dale H Vitt	/ResponsibleParty	dataset	Dale H Vitt	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Dale H Vitt	/ResponsibleParty	dataset	Dale H Vitt	member of	https://schema.org/memberOf	Southern Illinois University Edwardsville	https://ror.org/04cqs5j56
/Melanie A Vile	/ResponsibleParty	dataset	Melanie A Vile	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Melanie A Vile	/ResponsibleParty	dataset	Melanie A Vile	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Jeremy A Graham	/ResponsibleParty	dataset	Jeremy A Graham	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Jeremy A Graham	/ResponsibleParty	dataset	Jeremy A Graham	member of	https://schema.org/memberOf	Southern Illinois University Edwardsville	https://ror.org/04cqs5j56
/Jeremy A Hartsock	/ResponsibleParty	dataset	Jeremy A Hartsock	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Jeremy A Hartsock	/ResponsibleParty	dataset	Jeremy A Hartsock	member of	https://schema.org/memberOf	Southern Illinois University Edwardsville	https://ror.org/04cqs5j56
/Hope Fillingim	/ResponsibleParty	dataset	Hope Fillingim	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Hope Fillingim	/ResponsibleParty	dataset	Hope Fillingim	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Melissa House	/ResponsibleParty	dataset	Melissa House	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Melissa House	/ResponsibleParty	dataset	Melissa House	member of	https://schema.org/memberOf	Southern Illinois University Edwardsville	https://ror.org/04cqs5j56
/James C Quinn	/ResponsibleParty	dataset	James C Quinn	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/James C Quinn	/ResponsibleParty	dataset	James C Quinn	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Kimberli D Scott	/ResponsibleParty	dataset	Kimberli D Scott	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Kimberli D Scott	/ResponsibleParty	dataset	Kimberli D Scott	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Meaghan Petix	/ResponsibleParty	dataset	Meaghan Petix	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Meaghan Petix	/ResponsibleParty	dataset	Meaghan Petix	member of	https://schema.org/memberOf	Southern Illinois University Edwardsville	https://ror.org/04cqs5j56
/Kelly J McMillen	/ResponsibleParty	dataset	Kelly J McMillen	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Kelly J McMillen	/ResponsibleParty	dataset	Kelly J McMillen	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Jane Doe	/ResponsibleParty	dataset	Jane Doe	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Jane Doe	/ResponsibleParty	dataset	Jane Doe	member of	https://schema.org/memberOf	University of Wisconsin–Madison	https://ror.org/01y2jtd41
/Joe Smith	/ResponsibleParty	dataset	Joe Smith	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Joe Smith	/ResponsibleParty	dataset	Joe Smith	member of	https://schema.org/memberOf	Villanova University	https://ror.org/02g7kd627
/Chase Gacho	/ResponsibleParty	dataset	Chase Gacho	is a	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	Person	https://schema.org/Person
/Chase Gacho	/ResponsibleParty	dataset	Chase Gacho	member of	https://schema.org/memberOf	University of New Mexico	https://ror.org/05fs6jp91
